S0		A0		S1		S2		S3		S4		A1		A2		A3		A4		A5	
2000  Points		1994  Points		1752  Points		1373  Points		906  Points		724  Points		1851  Points		1595  Points		1114  Points		646  Points		446  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.48443	0.518778	1.48807	0.517761	1.74845	0.612422							1.62655	0.569679	1.90525	0.667558						
1.48543	0.518776	1.48907	0.517763	1.74936	0.612328							1.62755	0.569644	1.90608	0.667399						
1.48642	0.518774	1.49008	0.517765	1.75028	0.612233							1.62855	0.569608	1.90692	0.667241						
1.48742	0.518771	1.49109	0.517767	1.75119	0.61214							1.62954	0.569573	1.90776	0.667084						
1.48842	0.518769	1.49209	0.517769	1.75211	0.612046							1.63054	0.569537	1.9086	0.666926						
1.48941	0.518767	1.4931	0.51777	1.75302	0.611952							1.63154	0.569502	1.90944	0.666769						
1.49041	0.518765	1.4941	0.517772	1.75394	0.611859							1.63254	0.569467	1.91028	0.666612						
1.49141	0.518763	1.49511	0.517774	1.75485	0.611766							1.63354	0.569432	1.91112	0.666456						
1.4924	0.518761	1.49612	0.517776	1.75577	0.611673							1.63454	0.569397	1.91196	0.6663						
1.4934	0.518758	1.49712	0.517778	1.75668	0.61158							1.63554	0.569362	1.9128	0.666144						
1.49439	0.518756	1.49813	0.51778	1.7576	0.611488							1.63654	0.569327	1.91364	0.665988						
1.49539	0.518754	1.49913	0.517782	1.75852	0.611395							1.63754	0.569292	1.91448	0.665833						
1.49639	0.518752	1.50014	0.517783	1.75943	0.611303							1.63854	0.569258	1.91532	0.665678						
1.49738	0.51875	1.50115	0.517785	1.76035	0.611211							1.63954	0.569223	1.91616	0.665523						
1.49838	0.518748	1.50215	0.517787	1.76127	0.611119							1.64054	0.569189	1.917	0.665368						
1.49938	0.518746	1.50316	0.517789	1.76218	0.611028							1.64155	0.569154	1.91784	0.665214						
1.50037	0.518744	1.50416	0.517791	1.7631	0.610936							1.64255	0.56912	1.91868	0.66506						
1.50137	0.518742	1.50517	0.517793	1.76402	0.610845							1.64355	0.569086	1.91952	0.664906						
1.50237	0.51874	1.50618	0.517794	1.76493	0.610754							1.64455	0.569051	1.92036	0.664753						
1.50336	0.518737	1.50718	0.517796	1.76585	0.610663							1.64555	0.569017	1.92121	0.6646						
1.50436	0.518735	1.50819	0.517798	1.76677	0.610572							1.64655	0.568983	1.92205	0.664447						
1.50535	0.518733	1.50919	0.5178	1.76769	0.610482							1.64755	0.568949	1.92289	0.664294						
1.50635	0.518731	1.5102	0.517801	1.7686	0.610392							1.64855	0.568916	1.92373	0.664142						
1.50735	0.518729	1.5112	0.517803	1.76952	0.610301							1.64955	0.568882	1.92458	0.66399						
1.50834	0.518727	1.51221	0.517805	1.77044	0.610211							1.65056	0.568848	1.92542	0.663838						
1.50934	0.518725	1.51322	0.517807	1.77136	0.610122							1.65156	0.568815	1.92626	0.663686						
1.51034	0.518723	1.51422	0.517808	1.77228	0.610032							1.65256	0.568781	1.92711	0.663535						
1.51133	0.518721	1.51523	0.51781	1.7732	0.609943							1.65356	0.568748	1.92795	0.663384						
1.51233	0.518719	1.51623	0.517812	1.77412	0.609853							1.65456	0.568714	1.92879	0.663234						
1.51333	0.518717	1.51724	0.517814	1.77504	0.609764							1.65557	0.568681	1.92964	0.663083						
1.51432	0.518715	1.51824	0.517815	1.77596	0.609676							1.65657	0.568648	1.93048	0.662933						
1.51532	0.518713	1.51925	0.517817	1.77687	0.609587							1.65757	0.568615	1.93132	0.662783						
1.51632	0.518711	1.52026	0.517819	1.77779	0.609498							1.65857	0.568582	1.93217	0.662633						
1.51731	0.51871	1.52126	0.51782	1.77871	0.60941							1.65958	0.568549	1.93301	0.662484						
1.51831	0.518708	1.52227	0.517822	1.77963	0.609322							1.66058	0.568516	1.93386	0.662335						
1.51931	0.518706	1.52327	0.517824	1.78056	0.609234							1.66158	0.568483	1.9347	0.662186						
1.5203	0.518704	1.52428	0.517825	1.78148	0.609146							1.66259	0.568451	1.93555	0.662038						
1.5213	0.518702	1.52528	0.517827	1.7824	0.609058							1.66359	0.568418	1.9364	0.661889						
1.5223	0.5187	1.52629	0.517829	1.78332	0.608971							1.66459	0.568385	1.93724	0.661741						
1.5233	0.518698	1.5273	0.51783	1.78424	0.608884							1.66559	0.568353	1.93809	0.661594						
1.52429	0.518696	1.5283	0.517832	1.78516	0.608797							1.6666	0.568321	1.93893	0.661446						
1.52529	0.518694	1.52931	0.517834	1.78608	0.60871							1.6676	0.568288	1.93978	0.661299						
1.52629	0.518692	1.53031	0.517835	1.787	0.608623							1.66861	0.568256	1.94063	0.661152						
1.52728	0.518691	1.53132	0.517837	1.78792	0.608536							1.66961	0.568224	1.94147	0.661005						
1.52828	0.518689	1.53232	0.517839	1.78885	0.60845							1.67061	0.568192	1.94232	0.660859						
1.52928	0.518687	1.53333	0.51784	1.78977	0.608364							1.67162	0.56816	1.94317	0.660713						
1.53027	0.518685	1.53433	0.517842	1.79069	0.608278							1.67262	0.568128	1.94402	0.660567						
1.53127	0.518683	1.53534	0.517843	1.79161	0.608192							1.67362	0.568096	1.94486	0.660421						
1.53227	0.518681	1.53634	0.517845	1.79254	0.608106							1.67463	0.568064	1.94571	0.660276						
1.53326	0.51868	1.53735	0.517847	1.79346	0.60802							1.67563	0.568033	1.94656	0.660131						
1.53426	0.518678	1.53836	0.517848	1.79438	0.607935							1.67664	0.568001	1.94741	0.659986						
1.53526	0.518676	1.53936	0.51785	1.79531	0.60785							1.67764	0.56797	1.94826	0.659841						
1.53626	0.518674	1.54037	0.517851	1.79623	0.607765							1.67865	0.567938	1.9491	0.659697						
1.53725	0.518672	1.54137	0.517853	1.79715	0.60768							1.67965	0.567907	1.94995	0.659553						
1.53825	0.518671	1.54238	0.517854	1.79808	0.607595							1.68066	0.567875	1.9508	0.659409						
1.53925	0.518669	1.54338	0.517856	1.799	0.607511							1.68166	0.567844	1.95165	0.659265						
1.54024	0.518667	1.54439	0.517858	1.79992	0.607427							1.68267	0.567813	1.9525	0.659122						
1.54124	0.518665	1.54539	0.517859	1.80085	0.607342							1.68367	0.567782	1.95335	0.658979						
1.54224	0.518664	1.5464	0.517861	1.80177	0.607258							1.68468	0.567751	1.9542	0.658836						
1.54324	0.518662	1.5474	0.517862	1.8027	0.607174							1.68568	0.56772	1.95505	0.658694						
1.54423	0.51866	1.54841	0.517864	1.80362	0.607091							1.68669	0.567689	1.9559	0.658551						
1.54523	0.518658	1.54941	0.517865	1.80455	0.607007							1.68769	0.567658	1.95675	0.658409						
1.54623	0.518657	1.55042	0.517867	1.80547	0.606924							1.6887	0.567628	1.9576	0.658267						
1.54722	0.518655	1.55143	0.517868	1.8064	0.606841							1.6897	0.567597	1.95845	0.658126						
1.54822	0.518653	1.55243	0.51787	1.80732	0.606758							1.69071	0.567566	1.9593	0.657985						
1.54922	0.518652	1.55344	0.517871	1.80825	0.606675							1.69172	0.567536	1.96015	0.657843						
1.55022	0.51865	1.55444	0.517873	1.80917	0.606592							1.69272	0.567506	1.96101	0.657703						
1.55121	0.518648	1.55545	0.517874	1.8101	0.60651							1.69373	0.567475	1.96186	0.657562						
1.55221	0.518647	1.55645	0.517876	1.81103	0.606427							1.69474	0.567445	1.96271	0.657422						
1.55321	0.518645	1.55746	0.517877	1.81195	0.606345							1.69574	0.567415	1.96356	0.657282						
1.55421	0.518643	1.55846	0.517879	1.81288	0.606263							1.69675	0.567385	1.96441	0.657142						
1.5552	0.518642	1.55947	0.51788	1.81381	0.606181							1.69775	0.567355	1.96527	0.657002						
1.5562	0.51864	1.56047	0.517882	1.81473	0.606099							1.69876	0.567325	1.96612	0.656863						
1.5572	0.518638	1.56148	0.517883	1.81566	0.606018							1.69977	0.567295	1.96697	0.656724						
1.55819	0.518637	1.56248	0.517884	1.81659	0.605937							1.70077	0.567265	1.96783	0.656585						
1.55919	0.518635	1.56349	0.517886	1.81751	0.605855							1.70178	0.567235	1.96868	0.656447						
1.56019	0.518633	1.56449	0.517887	1.81844	0.605774							1.70279	0.567205	1.96953	0.656308						
1.56119	0.518632	1.5655	0.517889	1.81937	0.605693							1.7038	0.567176	1.97039	0.65617						
1.56218	0.51863	1.5665	0.51789	1.8203	0.605613							1.7048	0.567146	1.97124	0.656032						
1.56318	0.518629	1.56751	0.517892	1.82122	0.605532							1.70581	0.567117	1.97209	0.655895						
1.56418	0.518627	1.56851	0.517893	1.82215	0.605452							1.70682	0.567087	1.97295	0.655757						
1.56518	0.518625	1.56952	0.517894	1.82308	0.605371							1.70783	0.567058	1.9738	0.65562						
1.56617	0.518624	1.57052	0.517896	1.82401	0.605291							1.70883	0.567029	1.97466	0.655483						
1.56717	0.518622	1.57153	0.517897	1.82494	0.605211							1.70984	0.567	1.97551	0.655347						
1.56817	0.518621	1.57253	0.517898	1.82587	0.605132							1.71085	0.56697	1.97637	0.65521						
1.56917	0.518619	1.57354	0.5179	1.8268	0.605052							1.71186	0.566941	1.97722	0.655074						
1.57016	0.518618	1.57454	0.517901	1.82773	0.604972							1.71286	0.566912	1.97808	0.654938						
1.57116	0.518616	1.57555	0.517903	1.82865	0.604893							1.71387	0.566883	1.97893	0.654803						
1.57216	0.518615	1.57655	0.517904	1.82958	0.604814							1.71488	0.566855	1.97979	0.654667						
1.57316	0.518613	1.57756	0.517905	1.83051	0.604735							1.71589	0.566826	1.98064	0.654532						
1.57415	0.518611	1.57856	0.517907	1.83144	0.604656							1.7169	0.566797	1.9815	0.654397						
1.57515	0.51861	1.57957	0.517908	1.83237	0.604577							1.71791	0.566768	1.98236	0.654262						
1.57615	0.518608	1.58057	0.517909	1.8333	0.604499							1.71891	0.56674	1.98321	0.654128						
1.57715	0.518607	1.58158	0.517911	1.83423	0.60442							1.71992	0.566711	1.98407	0.653994						
1.57814	0.518605	1.58258	0.517912	1.83516	0.604342							1.72093	0.566683	1.98493	0.653859						
1.57914	0.518604	1.58359	0.517913	1.8361	0.604264							1.72194	0.566654	1.98578	0.653726						
1.58014	0.518602	1.58459	0.517915	1.83703	0.604186							1.72295	0.566626	1.98664	0.653592						
1.58114	0.518601	1.5856	0.517916	1.83796	0.604108							1.72396	0.566598	1.9875	0.653459						
1.58214	0.518599	1.5866	0.517917	1.83889	0.604031							1.72497	0.56657	1.98836	0.653326						
1.58313	0.518598	1.58761	0.517919	1.83982	0.603953							1.72598	0.566542	1.98922	0.653193						
1.58413	0.518597	1.58861	0.51792	1.84075	0.603876							1.72699	0.566513	1.99007	0.65306						
1.58513	0.518595	1.58962	0.517921	1.84168	0.603799							1.728	0.566485	1.99093	0.652928						
1.58613	0.518594	1.59062	0.517923	1.84261	0.603722							1.72901	0.566458	1.99179	0.652796						
1.58712	0.518592	1.59163	0.517924	1.84355	0.603645							1.73001	0.56643	1.99265	0.652664						
1.58812	0.518591	1.59263	0.517925	1.84448	0.603568							1.73102	0.566402	1.99351	0.652532						
1.58912	0.518589	1.59364	0.517926	1.84541	0.603492							1.73203	0.566374	1.99437	0.652401						
1.59012	0.518588	1.59464	0.517928	1.84634	0.603415							1.73304	0.566347	1.99523	0.652269						
1.59112	0.518587	1.59565	0.517929	1.84728	0.603339							1.73405	0.566319	1.99609	0.652138						
1.59211	0.518585	1.59665	0.51793	1.84821	0.603263							1.73506	0.566291	1.99695	0.652008						
1.59311	0.518584	1.59766	0.517931	1.84914	0.603187							1.73607	0.566264	1.99781	0.651877						
1.59411	0.518582	1.59866	0.517933	1.85007	0.603111							1.73708	0.566237	1.99867	0.651747						
1.59511	0.518581	1.59967	0.517934	1.85101	0.603035							1.73809	0.566209	1.99953	0.651617						
1.5961	0.518579	1.60067	0.517935	1.85194	0.60296							1.73911	0.566182	2.00039	0.651487						
1.5971	0.518578	1.60168	0.517936	1.85287	0.602884							1.74012	0.566155								
1.5981	0.518577	1.60268	0.517938	1.85381	0.602809							1.74113	0.566128								
1.5991	0.518575	1.60368	0.517939	1.85474	0.602734							1.74214	0.5661								
1.6001	0.518574	1.60469	0.51794	1.85568	0.602659							1.74315	0.566073								
1.60109	0.518573	1.60569	0.517941	1.85661	0.602584							1.74416	0.566046								
1.60209	0.518571	1.6067	0.517943	1.85754	0.60251							1.74517	0.56602								
1.60309	0.51857	1.6077	0.517944	1.85848	0.602435							1.74618	0.565993								
1.60409	0.518569	1.60871	0.517945	1.85941	0.602361							1.74719	0.565966								
1.60509	0.518567	1.60971	0.517946	1.86035	0.602287							1.7482	0.565939								
1.60608	0.518566	1.61072	0.517947	1.86128	0.602213							1.74921	0.565913								
1.60708	0.518565	1.61172	0.517948	1.86222	0.602139							1.75023	0.565886								
1.60808	0.518563	1.61273	0.51795	1.86315	0.602065							1.75124	0.565859								
1.60908	0.518562	1.61373	0.517951	1.86409	0.601991							1.75225	0.565833								
1.61008	0.518561	1.61474	0.517952	1.86502	0.601918							1.75326	0.565807								
1.61107	0.518559	1.61574	0.517953	1.86596	0.601844							1.75427	0.56578								
1.61207	0.518558	1.61675	0.517954	1.8669	0.601771							1.75528	0.565754								
1.61307	0.518557	1.61775	0.517956	1.86783	0.601698							1.7563	0.565728								
1.61407	0.518555	1.61875	0.517957	1.86877	0.601625							1.75731	0.565702								
1.61507	0.518554	1.61976	0.517958	1.86971	0.601552							1.75832	0.565675								
1.61606	0.518553	1.62076	0.517959	1.87064	0.60148							1.75933	0.565649								
1.61706	0.518552	1.62177	0.51796	1.87158	0.601407							1.76034	0.565623								
1.61806	0.51855	1.62277	0.517961	1.87252	0.601335							1.76136	0.565598								
1.61906	0.518549	1.62378	0.517962	1.87345	0.601262							1.76237	0.565572								
1.62006	0.518548	1.62478	0.517964	1.87439	0.60119							1.76338	0.565546								
1.62106	0.518547	1.62579	0.517965	1.87533	0.601118							1.76439	0.56552								
1.62205	0.518545	1.62679	0.517966	1.87626	0.601047							1.76541	0.565494								
1.62305	0.518544	1.62779	0.517967	1.8772	0.600975							1.76642	0.565469								
1.62405	0.518543	1.6288	0.517968	1.87814	0.600903							1.76743	0.565443								
1.62505	0.518542	1.6298	0.517969	1.87908	0.600832							1.76845	0.565418								
1.62605	0.51854	1.63081	0.51797	1.88002	0.600761							1.76946	0.565392								
1.62705	0.518539	1.63181	0.517971	1.88095	0.600689							1.77047	0.565367								
1.62804	0.518538	1.63282	0.517972	1.88189	0.600619							1.77149	0.565342								
1.62904	0.518537	1.63382	0.517974	1.88283	0.600548							1.7725	0.565316								
1.63004	0.518536	1.63483	0.517975	1.88377	0.600477							1.77351	0.565291								
1.63104	0.518534	1.63583	0.517976	1.88471	0.600406							1.77453	0.565266								
1.63204	0.518533	1.63683	0.517977	1.88565	0.600336							1.77554	0.565241								
1.63303	0.518532	1.63784	0.517978	1.88659	0.600266							1.77655	0.565216								
1.63403	0.518531	1.63884	0.517979	1.88753	0.600195							1.77757	0.565191								
1.63503	0.51853	1.63985	0.51798	1.88846	0.600125							1.77858	0.565166								
1.63603	0.518528	1.64085	0.517981	1.8894	0.600055							1.77959	0.565141								
1.63703	0.518527	1.64186	0.517982	1.89034	0.599986							1.78061	0.565116								
1.63803	0.518526	1.64286	0.517983	1.89128	0.599916							1.78162	0.565091								
1.63903	0.518525	1.64387	0.517984	1.89222	0.599846							1.78264	0.565067								
1.64002	0.518524	1.64487	0.517985	1.89316	0.599777							1.78365	0.565042								
1.64102	0.518523	1.64587	0.517986	1.8941	0.599708							1.78466	0.565018								
1.64202	0.518522	1.64688	0.517987	1.89505	0.599639							1.78568	0.564993								
1.64302	0.51852	1.64788	0.517988	1.89599	0.59957							1.78669	0.564969								
1.64402	0.518519	1.64889	0.517989	1.89693	0.599501							1.78771	0.564944								
1.64502	0.518518	1.64989	0.51799	1.89787	0.599432							1.78872	0.56492								
1.64601	0.518517	1.6509	0.517991	1.89881	0.599363							1.78974	0.564895								
1.64701	0.518516	1.6519	0.517992	1.89975	0.599295							1.79075	0.564871								
1.64801	0.518515	1.6529	0.517993	1.90069	0.599227							1.79177	0.564847								
1.64901	0.518514	1.65391	0.517994	1.90163	0.599158							1.79278	0.564823								
1.65001	0.518513	1.65491	0.517995	1.90257	0.59909							1.7938	0.564799								
1.65101	0.518511	1.65592	0.517996	1.90352	0.599022							1.79481	0.564775								
1.65201	0.51851	1.65692	0.517997	1.90446	0.598955							1.79583	0.564751								
1.653	0.518509	1.65792	0.517998	1.9054	0.598887							1.79684	0.564727								
1.654	0.518508	1.65893	0.517999	1.90634	0.598819							1.79786	0.564703								
1.655	0.518507	1.65993	0.518	1.90728	0.598752							1.79887	0.564679								
1.656	0.518506	1.66094	0.518001	1.90823	0.598685							1.79989	0.564655								
1.657	0.518505	1.66194	0.518002	1.90917	0.598617							1.8009	0.564632								
1.658	0.518504	1.66295	0.518003	1.91011	0.59855							1.80192	0.564608								
1.659	0.518503	1.66395	0.518004	1.91106	0.598483							1.80294	0.564584								
1.65999	0.518502	1.66495	0.518005	1.912	0.598417							1.80395	0.564561								
1.66099	0.518501	1.66596	0.518006	1.91294	0.59835							1.80497	0.564537								
1.66199	0.5185	1.66696	0.518007	1.91389	0.598283							1.80598	0.564514								
1.66299	0.518499	1.66797	0.518008	1.91483	0.598217							1.807	0.564491								
1.66399	0.518498	1.66897	0.518009	1.91577	0.598151							1.80801	0.564467								
1.66499	0.518496	1.66997	0.51801	1.91672	0.598084							1.80903	0.564444								
1.66599	0.518495	1.67098	0.518011	1.91766	0.598018							1.81005	0.564421								
1.66698	0.518494	1.67198	0.518012	1.9186	0.597953							1.81106	0.564397								
1.66798	0.518493	1.67299	0.518013	1.91955	0.597887							1.81208	0.564374								
1.66898	0.518492	1.67399	0.518014	1.92049	0.597821							1.8131	0.564351								
1.66998	0.518491	1.67499	0.518015	1.92144	0.597755							1.81411	0.564328								
1.67098	0.51849	1.676	0.518016	1.92238	0.59769							1.81513	0.564305								
1.67198	0.518489	1.677	0.518017	1.92333	0.597625							1.81615	0.564282								
1.67298	0.518488	1.67801	0.518017	1.92427	0.59756							1.81716	0.564259								
1.67398	0.518487	1.67901	0.518018	1.92522	0.597495							1.81818	0.564237								
1.67497	0.518486	1.68002	0.518019	1.92616	0.59743							1.8192	0.564214								
1.67597	0.518485	1.68102	0.51802	1.92711	0.597365							1.82021	0.564191								
1.67697	0.518484	1.68202	0.518021	1.92805	0.5973							1.82123	0.564168								
1.67797	0.518483	1.68303	0.518022	1.929	0.597235							1.82225	0.564146								
1.67897	0.518482	1.68403	0.518023	1.92995	0.597171							1.82327	0.564123								
1.67997	0.518481	1.68504	0.518024	1.93089	0.597107							1.82428	0.564101								
1.68097	0.51848	1.68604	0.518025	1.93184	0.597042							1.8253	0.564078								
1.68197	0.518479	1.68704	0.518025	1.93278	0.596978							1.82632	0.564056								
1.68296	0.518478	1.68805	0.518026	1.93373	0.596914							1.82734	0.564034								
1.68396	0.518478	1.68905	0.518027	1.93468	0.596851							1.82835	0.564011								
1.68496	0.518477	1.69005	0.518028	1.93562	0.596787							1.82937	0.563989								
1.68596	0.518476	1.69106	0.518029	1.93657	0.596723							1.83039	0.563967								
1.68696	0.518475	1.69206	0.51803	1.93752	0.59666							1.83141	0.563945								
1.68796	0.518474	1.69307	0.518031	1.93846	0.596596							1.83242	0.563922								
1.68896	0.518473	1.69407	0.518032	1.93941	0.596533							1.83344	0.5639								
1.68996	0.518472	1.69507	0.518032	1.94036	0.59647							1.83446	0.563878								
1.69096	0.518471	1.69608	0.518033	1.94131	0.596407							1.83548	0.563856								
1.69195	0.51847	1.69708	0.518034	1.94225	0.596344							1.8365	0.563834								
1.69295	0.518469	1.69809	0.518035	1.9432	0.596281							1.83752	0.563813								
1.69395	0.518468	1.69909	0.518036	1.94415	0.596219							1.83853	0.563791								
1.69495	0.518467	1.70009	0.518037	1.9451	0.596156							1.83955	0.563769								
1.69595	0.518466	1.7011	0.518037	1.94605	0.596094							1.84057	0.563747								
1.69695	0.518465	1.7021	0.518038	1.947	0.596031							1.84159	0.563726								
1.69795	0.518464	1.70311	0.518039	1.94794	0.595969							1.84261	0.563704								
1.69895	0.518464	1.70411	0.51804	1.94889	0.595907							1.84363	0.563682								
1.69995	0.518463	1.70511	0.518041	1.94984	0.595845							1.84465	0.563661								
1.70094	0.518462	1.70612	0.518042	1.95079	0.595783							1.84566	0.563639								
1.70194	0.518461	1.70712	0.518042	1.95174	0.595721							1.84668	0.563618								
