S0		A0		S1		S2		S3		S4		A1		A2		A3		A4		A5	
2000  Points		1994  Points		1752  Points		1373  Points		906  Points		724  Points		1851  Points		1595  Points		1114  Points		646  Points		446  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.716702	0.537746	0.683365	0.507914	1.09862	0.828292	1.44279	1.08804	1.8003	1.35682	1.93579	1.46047	0.904941	0.682157	1.27914	0.965068	1.61862	1.21987				
0.717604	0.537643	0.684401	0.507955	1.09939	0.827667	1.44382	1.08724	1.8014	1.35567	1.93773	1.45981	0.905716	0.681748	1.28006	0.964351	1.61954	1.21879				
0.718506	0.53754	0.685437	0.507995	1.10016	0.827044	1.44486	1.08644	1.80249	1.35452	1.93967	1.45915	0.906491	0.681341	1.28097	0.963635	1.62045	1.21771				
0.719409	0.537439	0.686473	0.508035	1.10093	0.826422	1.44589	1.08564	1.80358	1.35338	1.94163	1.4585	0.907267	0.680935	1.28188	0.962921	1.62137	1.21663				
0.720312	0.537338	0.687509	0.508075	1.1017	0.825802	1.44692	1.08484	1.80466	1.35223	1.94359	1.45785	0.908043	0.68053	1.28279	0.962207	1.62229	1.21555				
0.721216	0.537237	0.688544	0.508115	1.10247	0.825183	1.44796	1.08404	1.80574	1.35108	1.94556	1.45722	0.908819	0.680127	1.2837	0.961495	1.6232	1.21448				
0.722119	0.537137	0.68958	0.508154	1.10324	0.824566	1.44899	1.08325	1.80787	1.34877	1.94753	1.45659	0.909596	0.679725	1.28461	0.960784	1.62412	1.21342				
0.723024	0.537038	0.690616	0.508194	1.10401	0.82395	1.45002	1.08245	1.80893	1.34762	1.94952	1.45597	0.910373	0.679325	1.28551	0.960074	1.62504	1.21235				
0.723929	0.53694	0.691651	0.508233	1.10477	0.823335	1.45105	1.08166	1.80999	1.34647	1.95151	1.45536	0.911151	0.678926	1.28642	0.959365	1.62596	1.21129				
0.724834	0.536841	0.692687	0.508272	1.10554	0.822723	1.45208	1.08087	1.81104	1.34531	1.95351	1.45475	0.911929	0.678529	1.28732	0.958658	1.62688	1.21024				
0.725739	0.536744	0.693722	0.508311	1.10631	0.822111	1.45311	1.08009	1.81208	1.34416	1.95551	1.45415	0.912707	0.678133	1.28822	0.957951	1.62781	1.20919				
0.726645	0.536647	0.694757	0.50835	1.10707	0.821501	1.45414	1.0793	1.81312	1.343	1.95752	1.45356	0.913486	0.677739	1.28913	0.957246	1.62873	1.20814				
0.727552	0.536551	0.695793	0.508388	1.10784	0.820892	1.45516	1.07852	1.81415	1.34185	1.95954	1.45297	0.914265	0.677346	1.29003	0.956542	1.62966	1.20709				
0.728458	0.536455	0.696828	0.508427	1.10861	0.820285	1.45619	1.07773	1.81518	1.3407	1.96157	1.45239	0.915045	0.676954	1.29092	0.955838	1.63058	1.20605				
0.729366	0.536359	0.697863	0.508465	1.10937	0.81968	1.45722	1.07695	1.81621	1.33954	1.9636	1.45182	0.915825	0.676564	1.29182	0.955136	1.63151	1.20501				
0.730273	0.536265	0.698898	0.508503	1.11014	0.819075	1.45824	1.07617	1.81723	1.33839	1.96564	1.45126	0.916606	0.676175	1.29272	0.954436	1.63243	1.20398				
0.731181	0.536171	0.699933	0.508541	1.1109	0.818473	1.45927	1.07539	1.81825	1.33723	1.96769	1.4507	0.917387	0.675788	1.29361	0.953736	1.63336	1.20295				
0.732089	0.536077	0.700968	0.508579	1.11167	0.817871	1.46029	1.07462	1.81926	1.33608	1.96974	1.45014	0.918168	0.675402	1.29451	0.953037	1.63429	1.20192				
0.732998	0.535984	0.702002	0.508617	1.11243	0.817271	1.46131	1.07384	1.82027	1.33492	1.9718	1.4496	0.91895	0.675018	1.2954	0.95234	1.63522	1.2009				
0.733907	0.535891	0.703037	0.508654	1.11319	0.816673	1.46233	1.07307	1.82127	1.33377	1.97386	1.44905	0.919733	0.674635	1.29629	0.951643	1.63615	1.19988				
0.734817	0.535799	0.704072	0.508691	1.11396	0.816076	1.46335	1.0723	1.82227	1.33262	1.97593	1.44852	0.920515	0.674253	1.29718	0.950948	1.63708	1.19886				
0.735726	0.535708	0.705106	0.508729	1.11472	0.81548	1.46437	1.07153	1.82327	1.33146	1.978	1.44799	0.921299	0.673873	1.29807	0.950254	1.63801	1.19785				
0.736637	0.535617	0.706141	0.508766	1.11548	0.814886	1.46539	1.07076	1.82426	1.33031	1.98008	1.44746	0.922082	0.673494	1.29896	0.949561	1.63895	1.19684				
0.737547	0.535527	0.707175	0.508803	1.11624	0.814294	1.46641	1.06999	1.82525	1.32916	1.98217	1.44694	0.922866	0.673117	1.29985	0.948869	1.63988	1.19584				
0.738458	0.535437	0.70821	0.508839	1.11701	0.813702	1.46743	1.06923	1.82624	1.32801	1.98426	1.44643	0.923651	0.672741	1.30073	0.948178	1.64081	1.19483				
0.739369	0.535347	0.709244	0.508876	1.11777	0.813112	1.46845	1.06846	1.82722	1.32686	1.98636	1.44592	0.924435	0.672366	1.30162	0.947488	1.64175	1.19384				
0.740281	0.535259	0.710278	0.508912	1.11853	0.812524	1.46946	1.0677	1.8282	1.32571	1.98846	1.44542	0.925221	0.671993	1.3025	0.9468	1.64269	1.19284				
0.741193	0.53517	0.711312	0.508948	1.11929	0.811937	1.47048	1.06694	1.82918	1.32456	1.99056	1.44492	0.926007	0.671621	1.30339	0.946112	1.64362	1.19185				
0.742106	0.535082	0.712346	0.508985	1.12005	0.811351	1.47149	1.06618	1.83015	1.32341	1.99268	1.44442	0.926793	0.67125	1.30427	0.945426	1.64456	1.19086				
0.743018	0.534995	0.71338	0.509021	1.12081	0.810767	1.4725	1.06542	1.83112	1.32227	1.99479	1.44394	0.927579	0.670881	1.30515	0.944741	1.6455	1.18987				
0.743932	0.534908	0.714414	0.509056	1.12157	0.810185	1.47352	1.06467	1.83209	1.32112	1.99691	1.44345	0.928366	0.670513	1.30603	0.944057	1.64644	1.18889				
0.744845	0.534822	0.715448	0.509092	1.12233	0.809603	1.47453	1.06391	1.83305	1.31998	1.99904	1.44297	0.929154	0.670146	1.3069	0.943374	1.64738	1.18791				
0.745759	0.534736	0.716482	0.509128	1.12309	0.809023	1.47554	1.06316	1.83402	1.31884	2.00116	1.4425	0.929942	0.669781	1.30778	0.942692	1.64832	1.18693				
0.746673	0.534651	0.717516	0.509163	1.12385	0.808445	1.47655	1.06241	1.83498	1.3177			0.93073	0.669417	1.30866	0.942011	1.64926	1.18596				
0.747588	0.534566	0.71855	0.509198	1.12461	0.807868	1.47756	1.06166	1.83593	1.31656			0.931519	0.669055	1.30953	0.941331	1.6502	1.18499				
0.748503	0.534482	0.719583	0.509233	1.12537	0.807292	1.47856	1.06091	1.83689	1.31542			0.932308	0.668693	1.31041	0.940652	1.65114	1.18403				
0.749418	0.534398	0.720617	0.509268	1.12613	0.806718	1.47957	1.06016	1.83784	1.31428			0.933098	0.668333	1.31128	0.939975	1.65208	1.18306				
0.750334	0.534315	0.72165	0.509303	1.12689	0.806145	1.48058	1.05941	1.83879	1.31315			0.933888	0.667975	1.31215	0.939298	1.65303	1.1821				
0.75125	0.534232	0.722683	0.509338	1.12764	0.805574	1.48158	1.05867	1.83974	1.31202			0.934679	0.667617	1.31302	0.938623	1.65397	1.18115				
0.752166	0.534149	0.723717	0.509372	1.1284	0.805004	1.48259	1.05793	1.84069	1.31088			0.93547	0.667261	1.31389	0.937949	1.65492	1.18019				
0.753083	0.534067	0.72475	0.509406	1.12916	0.804435	1.48359	1.05719	1.84163	1.30975			0.936261	0.666906	1.31476	0.937275	1.65586	1.17924				
0.754	0.533986	0.725783	0.509441	1.12992	0.803868	1.48459	1.05644	1.84257	1.30863			0.937053	0.666553	1.31563	0.936603	1.65681	1.17829				
0.754917	0.533905	0.726817	0.509475	1.13067	0.803302	1.48559	1.05571	1.84351	1.3075			0.937845	0.666201	1.31649	0.935932	1.65775	1.17735				
0.755835	0.533824	0.72785	0.509509	1.13143	0.802738	1.48659	1.05497	1.84445	1.30637			0.938638	0.66585	1.31736	0.935262	1.6587	1.17641				
0.756753	0.533744	0.728882	0.509543	1.13219	0.802175	1.48759	1.05423	1.84539	1.30525			0.939431	0.6655	1.31822	0.934594	1.65965	1.17547				
0.757672	0.533665	0.729915	0.509576	1.13294	0.801613	1.48859	1.0535	1.84632	1.30413			0.940225	0.665152	1.31908	0.933926	1.6606	1.17453				
0.75859	0.533585	0.730948	0.50961	1.1337	0.801053	1.48959	1.05276	1.84726	1.30301			0.941019	0.664805	1.31995	0.933259	1.66155	1.1736				
0.75951	0.533507	0.731981	0.509643	1.13446	0.800494	1.49059	1.05203	1.84819	1.30189			0.941814	0.664459	1.32081	0.932594	1.6625	1.17267				
0.760429	0.533429	0.733014	0.509676	1.13521	0.799937	1.49158	1.0513	1.84912	1.30078			0.942609	0.664114	1.32167	0.931929	1.66345	1.17174				
0.761349	0.533351	0.734046	0.50971	1.13597	0.799381	1.49258	1.05057	1.85005	1.29966			0.943404	0.663771	1.32253	0.931266	1.6644	1.17082				
0.762269	0.533273	0.735079	0.509743	1.13672	0.798826	1.49357	1.04984	1.85097	1.29855			0.9442	0.663429	1.32338	0.930603	1.66535	1.16989				
0.763189	0.533196	0.736112	0.509775	1.13748	0.798273	1.49457	1.04911	1.8519	1.29744			0.944996	0.663088	1.32424	0.929942	1.6663	1.16898				
0.76411	0.53312	0.737144	0.509808	1.13823	0.797721	1.49556	1.04839	1.85282	1.29633			0.945793	0.662749	1.3251	0.929282	1.66725	1.16806				
0.765031	0.533044	0.738176	0.509841	1.13899	0.79717	1.49655	1.04766	1.85375	1.29523			0.94659	0.66241	1.32595	0.928623	1.6682	1.16715				
0.765953	0.532968	0.739209	0.509873	1.13974	0.796621	1.49754	1.04694	1.85467	1.29413			0.947388	0.662073	1.3268	0.927965	1.66916	1.16624				
0.766874	0.532893	0.740241	0.509905	1.1405	0.796073	1.49853	1.04622	1.85559	1.29302			0.948186	0.661737	1.32766	0.927308	1.67011	1.16533				
0.767796	0.532818	0.741273	0.509938	1.14125	0.795526	1.49952	1.0455	1.85651	1.29193			0.948985	0.661402	1.32851	0.926652	1.67106	1.16443				
0.768719	0.532744	0.742305	0.50997	1.14201	0.794981	1.5005	1.04478	1.85743	1.29083			0.949784	0.661069	1.32936	0.925997	1.67202	1.16352				
0.769642	0.53267	0.743337	0.510002	1.14276	0.794438	1.50149	1.04406	1.85835	1.28973			0.950583	0.660737	1.33021	0.925344	1.67297	1.16263				
0.770564	0.532596	0.744369	0.510033	1.14351	0.793895	1.50248	1.04334	1.85926	1.28864			0.951383	0.660405	1.33106	0.924691	1.67393	1.16173				
0.771488	0.532523	0.745401	0.510065	1.14427	0.793354	1.50346	1.04263	1.86018	1.28755			0.952183	0.660076	1.33191	0.924039	1.67488	1.16084				
0.772412	0.532451	0.746433	0.510097	1.14502	0.792815	1.50444	1.04191	1.86109	1.28646			0.952984	0.659747	1.33275	0.923389	1.67584	1.15994				
0.773336	0.532378	0.747465	0.510128	1.14578	0.792276	1.50543	1.0412	1.86201	1.28538			0.953785	0.659419	1.3336	0.922739	1.6768	1.15906				
0.77426	0.532307	0.748497	0.510159	1.14653	0.791739	1.50641	1.04049	1.86292	1.2843			0.954587	0.659093	1.33444	0.922091	1.67775	1.15817				
0.775184	0.532235	0.749528	0.510191	1.14728	0.791204	1.50739	1.03978	1.86383	1.28321			0.955389	0.658768	1.33529	0.921444	1.67871	1.15729				
0.776109	0.532164	0.75056	0.510222	1.14804	0.790669	1.50837	1.03907	1.86474	1.28214			0.956192	0.658444	1.33613	0.920798	1.67967	1.15641				
0.777035	0.532093	0.751591	0.510252	1.14879	0.790136	1.50935	1.03836	1.86565	1.28106			0.956995	0.658121	1.33697	0.920153	1.68063	1.15553				
0.77796	0.532023	0.752623	0.510283	1.14954	0.789605	1.51032	1.03765	1.86656	1.27999			0.957798	0.657799	1.33781	0.919508	1.68158	1.15465				
0.778886	0.531953	0.753654	0.510314	1.15029	0.789075	1.5113	1.03695	1.86747	1.27891			0.958602	0.657479	1.33865	0.918866	1.68254	1.15378				
0.779812	0.531884	0.754686	0.510344	1.15105	0.788546	1.51228	1.03624	1.86838	1.27785			0.959407	0.65716	1.33949	0.918224	1.6835	1.15291				
0.780739	0.531815	0.755717	0.510375	1.1518	0.788018	1.51325	1.03554	1.86929	1.27678			0.960211	0.656841	1.34033	0.917583	1.68446	1.15204				
0.781665	0.531746	0.756748	0.510405	1.15255	0.787492	1.51422	1.03484	1.87019	1.27571			0.961017	0.656524	1.34117	0.916943	1.68542	1.15118				
0.782592	0.531678	0.757779	0.510435	1.15331	0.786967	1.5152	1.03414	1.8711	1.27465			0.961822	0.656208	1.34201	0.916304	1.68638	1.15031				
0.78352	0.53161	0.75881	0.510465	1.15406	0.786443	1.51617	1.03344	1.87201	1.27359			0.962628	0.655894	1.34284	0.915667	1.68734	1.14945				
0.784447	0.531542	0.759841	0.510495	1.15481	0.785921	1.51714	1.03274	1.87291	1.27254			0.963435	0.65558	1.34368	0.91503	1.6883	1.1486				
0.785375	0.531475	0.760872	0.510525	1.15556	0.7854	1.51811	1.03204	1.87382	1.27148			0.964242	0.655268	1.34451	0.914395	1.68926	1.14774				
0.786304	0.531408	0.761903	0.510555	1.15631	0.78488	1.51908	1.03134	1.87472	1.27043			0.96505	0.654956	1.34534	0.91376	1.69022	1.14689				
0.787232	0.531342	0.762934	0.510584	1.15707	0.784362	1.52005	1.03065	1.87563	1.26938			0.965858	0.654646	1.34618	0.913127	1.69118	1.14604				
0.788161	0.531276	0.763965	0.510614	1.15782	0.783845	1.52101	1.02996	1.87653	1.26833			0.966666	0.654337	1.34701	0.912495	1.69215	1.14519				
0.78909	0.53121	0.764996	0.510643	1.15857	0.783329	1.52198	1.02926	1.87743	1.26729			0.967475	0.654029	1.34784	0.911863	1.69311	1.14434				
0.79002	0.531145	0.766026	0.510672	1.15932	0.782815	1.52294	1.02857	1.87834	1.26625			0.968284	0.653722	1.34867	0.911233	1.69407	1.1435				
0.790949	0.53108	0.767057	0.510701	1.16007	0.782302	1.52391	1.02788	1.87924	1.26521			0.969094	0.653416	1.34949	0.910604	1.69503	1.14266				
0.791879	0.531015	0.768087	0.51073	1.16083	0.78179	1.52487	1.02719	1.88014	1.26417			0.969904	0.653111	1.35032	0.909976	1.69599	1.14182				
0.79281	0.530951	0.769118	0.510759	1.16158	0.781279	1.52583	1.0265	1.88104	1.26313			0.970715	0.652808	1.35115	0.909349	1.69696	1.14098				
0.79374	0.530887	0.770148	0.510788	1.16233	0.78077	1.52679	1.02581	1.88195	1.2621			0.971526	0.652505	1.35198	0.908723	1.69792	1.14015				
0.794671	0.530824	0.771178	0.510817	1.16308	0.780262	1.52775	1.02513	1.88285	1.26107			0.972337	0.652204	1.3528	0.908098	1.69888	1.13932				
0.795602	0.530761	0.772209	0.510845	1.16383	0.779756	1.52871	1.02444	1.88375	1.26005			0.973149	0.651903	1.35363	0.907474	1.69985	1.13849				
0.796534	0.530698	0.773239	0.510874	1.16458	0.77925	1.52967	1.02376	1.88465	1.25902			0.973962	0.651604	1.35445	0.906852	1.70081	1.13766				
0.797465	0.530635	0.774269	0.510902	1.16534	0.778746	1.53062	1.02308	1.88555	1.258			0.974775	0.651306	1.35527	0.90623	1.70177	1.13684				
0.798397	0.530573	0.775299	0.51093	1.16609	0.778243	1.53158	1.02239	1.88645	1.25698			0.975588	0.651008	1.35609	0.905609	1.70274	1.13601				
0.79933	0.530511	0.776329	0.510958	1.16684	0.777742	1.53253	1.02171	1.88735	1.25596			0.976402	0.650712	1.35691	0.90499	1.7037	1.13519				
0.800262	0.53045	0.777359	0.510986	1.16759	0.777242	1.53349	1.02103	1.88825	1.25495			0.977216	0.650417	1.35773	0.904371	1.70466	1.13438				
0.801195	0.530389	0.778389	0.511014	1.16834	0.776743	1.53444	1.02035	1.88915	1.25394			0.978031	0.650123	1.35855	0.903754	1.70563	1.13356				
0.802128	0.530328	0.779419	0.511042	1.16909	0.776245	1.53539	1.01968	1.89006	1.25293			0.978846	0.64983	1.35937	0.903137	1.70659	1.13274				
0.803061	0.530268	0.780449	0.511069	1.16985	0.775749	1.53634	1.019	1.89096	1.25192			0.979661	0.649539	1.36019	0.902522	1.70756	1.13193				
0.803995	0.530208	0.781478	0.511097	1.1706	0.775254	1.53729	1.01832	1.89186	1.25092			0.980477	0.649248	1.36101	0.901908	1.70852	1.13112				
0.804929	0.530148	0.782508	0.511124	1.17135	0.77476	1.53824	1.01765	1.89276	1.24991			0.981294	0.648958	1.36182	0.901294	1.70949	1.13032				
0.805863	0.530089	0.783537	0.511152	1.1721	0.774267	1.53919	1.01698	1.89366	1.24891			0.982111	0.648669	1.36264	0.900682	1.71045	1.12951				
0.806798	0.530029	0.784567	0.511179	1.17285	0.773776	1.54013	1.0163	1.89456	1.24792			0.982928	0.648381	1.36346	0.900071	1.71141	1.12871				
0.807732	0.529971	0.785597	0.511206	1.1736	0.773286	1.54108	1.01563	1.89546	1.24692			0.983746	0.648095	1.36427	0.899461	1.71238	1.12791				
0.808667	0.529912	0.786626	0.511233	1.17435	0.772797	1.54202	1.01496	1.89636	1.24593			0.984564	0.647809	1.36508	0.898852	1.71334	1.12711				
0.809603	0.529854	0.787655	0.51126	1.17511	0.772309	1.54296	1.01429	1.89726	1.24494			0.985383	0.647524	1.36589	0.898244	1.71431	1.12631				
0.810538	0.529796	0.788685	0.511286	1.17586	0.771823	1.54391	1.01362	1.89816	1.24396			0.986202	0.647241	1.36671	0.897637	1.71527	1.12551				
0.811474	0.529739	0.789714	0.511313	1.17661	0.771338	1.54485	1.01296	1.89906	1.24297			0.987021	0.646958	1.36752	0.897031	1.71624	1.12472				
0.81241	0.529682	0.790743	0.51134	1.17736	0.770854	1.54579	1.01229	1.89996	1.24199			0.987841	0.646676	1.36833	0.896427	1.7172	1.12393				
0.813346	0.529625	0.791772	0.511366	1.17811	0.770371	1.54673	1.01163	1.90086	1.24101			0.988662	0.646396	1.36914	0.895823	1.71817	1.12314				
0.814283	0.529568	0.792801	0.511392	1.17886	0.76989	1.54767	1.01096	1.90176	1.24003			0.989483	0.646116	1.36995	0.89522	1.71913	1.12235				
0.81522	0.529512	0.79383	0.511419	1.17962	0.76941	1.5486	1.0103	1.90266	1.23906			0.990304	0.645837	1.37075	0.894619	1.7201	1.12157				
0.816157	0.529456	0.794859	0.511445	1.18037	0.768931	1.54954	1.00964	1.90356	1.23809			0.991126	0.64556	1.37156	0.894018	1.72106	1.12078				
0.817094	0.5294	0.795888	0.511471	1.18112	0.768453	1.55047	1.00898	1.90446	1.23712			0.991948	0.645283	1.37237	0.893418	1.72203	1.12				
0.818032	0.529345	0.796917	0.511497	1.18187	0.767977	1.55141	1.00831	1.90536	1.23615			0.992771	0.645007	1.37318	0.89282	1.72299	1.11922				
0.818969	0.52929	0.797945	0.511522	1.18262	0.767502	1.55234	1.00766	1.90626	1.23519			0.993594	0.644733	1.37398	0.892222	1.72396	1.11845				
0.819908	0.529235	0.798974	0.511548	1.18338	0.767028	1.55327	1.007	1.90716	1.23423			0.994418	0.644459	1.37479	0.891626	1.72492	1.11767				
0.820846	0.529181	0.800003	0.511574	1.18413	0.766555	1.5542	1.00634	1.90807	1.23327			0.995242	0.644186	1.37559	0.891031	1.72589	1.1169				
0.821785	0.529127	0.801031	0.511599	1.18488	0.766083	1.55513	1.00568	1.90897	1.23231			0.996066	0.643914	1.37639	0.890436	1.72685	1.11613				
0.822723	0.529073	0.80206	0.511625	1.18563	0.765613	1.55606	1.00503	1.90987	1.23136			0.996891	0.643643	1.37719	0.889843	1.72781	1.11536				
0.823662	0.52902	0.803088	0.51165	1.18638	0.765144	1.55699	1.00437	1.91077	1.23041			0.997716	0.643374	1.378	0.889251	1.72878	1.11459				
0.824602	0.528966	0.804117	0.511675	1.18714	0.764676	1.55792	1.00372	1.91167	1.22946			0.998542	0.643105	1.3788	0.88866	1.72974	1.11382				
0.825541	0.528913	0.805145	0.5117	1.18789	0.764209	1.55884	1.00307	1.91257	1.22851			0.999368	0.642837	1.3796	0.88807	1.73071	1.11306				
0.826481	0.528861	0.806173	0.511725	1.18864	0.763743	1.55977	1.00242	1.91348	1.22757			1.00019	0.64257	1.3804	0.887481	1.73167	1.1123				
0.827421	0.528808	0.807201	0.51175	1.18939	0.763279	1.56069	1.00177	1.91438	1.22662			1.00102	0.642304	1.3812	0.886893	1.73264	1.11154				
0.828362	0.528756	0.80823	0.511775	1.19015	0.762816	1.56162	1.00112	1.91528	1.22568			1.00185	0.642038	1.382	0.886305	1.7336	1.11078				
0.829302	0.528705	0.809258	0.5118	1.1909	0.762354	1.56254	1.00047	1.91618	1.22475			1.00268	0.641774	1.38279	0.88572	1.73456	1.11002				
0.830243	0.528653	0.810286	0.511824	1.19165	0.761893	1.56346	0.999822	1.91709	1.22381			1.00351	0.641511	1.38359	0.885135	1.73553	1.10926				
0.831184	0.528602	0.811314	0.511849	1.1924	0.761434	1.56438	0.999176	1.91799	1.22288			1.00433	0.641249	1.38439	0.884551	1.73649	1.10851				
0.832125	0.528551	0.812342	0.511873	1.19316	0.760975	1.5653	0.99853	1.91889	1.22195			1.00516	0.640987	1.38518	0.883968	1.73745	1.10776				
0.833067	0.5285	0.813369	0.511898	1.19391	0.760518	1.56622	0.997886	1.9198	1.22102			1.00599	0.640727	1.38598	0.883386	1.73842	1.10701				
0.834009	0.52845	0.814397	0.511922	1.19466	0.760062	1.56713	0.997242	1.9207	1.2201			1.00682	0.640467	1.38677	0.882805	1.73938	1.10626				
0.834951	0.5284	0.815425	0.511946	1.19541	0.759607	1.56805	0.996599	1.92161	1.21918			1.00765	0.640208	1.38757	0.882226	1.74034	1.10551				
0.835893	0.52835	0.816453	0.51197	1.19617	0.759154	1.56896	0.995957	1.92251	1.21826			1.00849	0.639951	1.38836	0.881647	1.74131	1.10477				
0.836835	0.5283	0.81748	0.511994	1.19692	0.758701	1.56988	0.995317	1.92341	1.21734			1.00932	0.639694	1.38916	0.881069	1.74227	1.10403				
0.837778	0.528251	0.818508	0.512018	1.19767	0.75825	1.57079	0.994677	1.92432	1.21642			1.01015	0.639438	1.38995	0.880493	1.74323	1.10329				
0.838721	0.528202	0.819536	0.512042	1.19843	0.7578	1.5717	0.994038	1.92522	1.21551			1.01098	0.639183	1.39074	0.879917	1.74419	1.10255				
0.839664	0.528153	0.820563	0.512065	1.19918	0.757351	1.57261	0.9934	1.92613	1.2146			1.01181	0.638929	1.39153	0.879343	1.74515	1.10181				
0.840607	0.528104	0.82159	0.512089	1.19993	0.756903	1.57352	0.992762	1.92703	1.21369			1.01265	0.638675	1.39232	0.878769	1.74612	1.10107				
0.841551	0.528056	0.822618	0.512113	1.20069	0.756456	1.57443	0.992126	1.92794	1.21279			1.01348	0.638423	1.39311	0.878197	1.74708	1.10034				
0.842495	0.528008	0.823645	0.512136	1.20144	0.756011	1.57534	0.991491	1.92885	1.21188			1.01431	0.638172	1.3939	0.877625	1.74804	1.0996				
0.843439	0.52796	0.824672	0.512159	1.2022	0.755566	1.57625	0.990857	1.92975	1.21098			1.01515	0.637921	1.39469	0.877055	1.749	1.09887				
0.844383	0.527913	0.825699	0.512182	1.20295	0.755123	1.57715	0.990223	1.93066	1.21008			1.01598	0.637671	1.39548	0.876486	1.74996	1.09814				
0.845328	0.527865	0.826727	0.512206	1.2037	0.754681	1.57806	0.989591	1.93156	1.20919			1.01682	0.637423	1.39627	0.875917	1.75092	1.09742				
0.846273	0.527818	0.827754	0.512229	1.20446	0.75424	1.57896	0.988959	1.93247	1.20829			1.01766	0.637175	1.39705	0.87535	1.75188	1.09669				
0.847218	0.527772	0.828781	0.512252	1.20521	0.7538	1.57987	0.988329	1.93338	1.2074			1.01849	0.636927	1.39784	0.874784	1.75284	1.09596				
0.848163	0.527725	0.829808	0.512274	1.20597	0.753361	1.58077	0.987699	1.93429	1.20651			1.01933	0.636681	1.39863	0.874219	1.7538	1.09524				
0.849108	0.527679	0.830835	0.512297	1.20672	0.752924	1.58167	0.98707	1.93519	1.20562			1.02017	0.636436	1.39941	0.873654	1.75476	1.09452				
0.850054	0.527633	0.831861	0.51232	1.20748	0.752488	1.58257	0.986442	1.9361	1.20474			1.021	0.636191	1.4002	0.873091	1.75572	1.0938				
0.851	0.527587	0.832888	0.512343	1.20823	0.752052	1.58347	0.985815	1.93701	1.20386			1.02184	0.635948	1.40098	0.872529	1.75668	1.09308				
0.851946	0.527542	0.833915	0.512365	1.20899	0.751618	1.58437	0.985189	1.93792	1.20298			1.02268	0.635705	1.40177	0.871968	1.75764	1.09236				
0.852892	0.527496	0.834942	0.512387	1.20974	0.751185	1.58526	0.984564	1.93883	1.2021			1.02352	0.635463	1.40255	0.871408	1.75859	1.09165				
0.853838	0.527451	0.835968	0.51241	1.2105	0.750753	1.58616	0.983939	1.93974	1.20122			1.02436	0.635222	1.40333	0.870849	1.75955	1.09093				
0.854785	0.527407	0.836995	0.512432	1.21125	0.750322	1.58705	0.983316	1.94064	1.20035			1.0252	0.634982	1.40412	0.870291	1.76051	1.09022				
0.855732	0.527362	0.838021	0.512454	1.21201	0.749893	1.58795	0.982693	1.94155	1.19948			1.02604	0.634742	1.4049	0.869734	1.76147	1.08951				
0.856679	0.527318	0.839048	0.512476	1.21276	0.749464	1.58884	0.982072	1.94246	1.19861			1.02688	0.634504	1.40568	0.869178	1.76242	1.0888				
0.857626	0.527274	0.840074	0.512498	1.21352	0.749037	1.58973	0.981451	1.94337	1.19774			1.02772	0.634266	1.40646	0.868623	1.76338	1.08809				
0.858574	0.52723	0.8411	0.51252	1.21428	0.74861	1.59063	0.980831	1.94428	1.19688			1.02856	0.634029	1.40724	0.868069	1.76434	1.08739				
0.859522	0.527186	0.842127	0.512542	1.21503	0.748185	1.59152	0.980212	1.94519	1.19602			1.0294	0.633793	1.40802	0.867516	1.76529	1.08668				
0.86047	0.527143	0.843153	0.512564	1.21579	0.747761	1.59241	0.979594	1.9461	1.19516			1.03024	0.633558	1.4088	0.866964	1.76625	1.08598				
0.861418	0.5271	0.844179	0.512585	1.21654	0.747338	1.59329	0.978977	1.94702	1.1943			1.03109	0.633323	1.40958	0.866413	1.7672	1.08527				
0.862366	0.527057	0.845205	0.512607	1.2173	0.746916	1.59418	0.97836	1.94793	1.19344			1.03193	0.633089	1.41036	0.865863	1.76816	1.08457				
0.863315	0.527014	0.846231	0.512628	1.21806	0.746495	1.59507	0.977745	1.94884	1.19259			1.03277	0.632857	1.41114	0.865315	1.76911	1.08387				
0.864264	0.526972	0.847257	0.51265	1.21881	0.746076	1.59595	0.97713	1.94975	1.19174			1.03362	0.632625	1.41192	0.864767	1.77007	1.08318				
0.865213	0.526929	0.848283	0.512671	1.21957	0.745657	1.59684	0.976517	1.95066	1.19089			1.03446	0.632393	1.41269	0.86422	1.77102	1.08248				
0.866162	0.526887	0.849309	0.512692	1.22033	0.745239	1.59772	0.975904	1.95157	1.19004			1.03531	0.632163	1.41347	0.863674	1.77197	1.08178				
0.867112	0.526846	0.850335	0.512713	1.22109	0.744823	1.59861	0.975292	1.95249	1.1892			1.03615	0.631933	1.41425	0.863129	1.77293	1.08109				
0.868061	0.526804	0.851361	0.512734	1.22184	0.744407	1.59949	0.974681	1.9534	1.18835			1.037	0.631705	1.41502	0.862586	1.77388	1.0804				
0.869011	0.526763	0.852387	0.512755	1.2226	0.743993	1.60037	0.97407	1.95431	1.18751			1.03784	0.631477	1.4158	0.862043	1.77483	1.07971				
